草图直边线	Нарисуйте прямые края
正向圆边线	передний край круга
垂直圆边线	Вертикальный закругленный край
数字部分:	Цифровая часть:
右下点为：	Нижняя правая точка:
线段角度:	Угол отрезка линии:
是否成功：	Было ли оно успешным:
V形附根部	V-образная с корнями
K形附根部	К-образный прикрепленный корень
,背后焊接	, задняя сварка
注册版功能	Функция зарегистрированной версии
参考几何体	Справочная геометрия
清理Btn	Чистая кнопка
里有以上：	Есть вышеперечисленное:
处尺寸干涉	пространственная интерференция
全局变量名	имя глобальной переменной
\文件夹内	\в папке
项目名称：	Название проекта:
选点个数：	Количество выбранных точек:
直径加大值	Значение увеличения диаметра
发生异常：	Произошло исключение:
长度提示：	Советы по длине:
Igs格式	Формат IGS
X_t格式	Формат X_t
Sat格式	Формат субботы
Stl格式	STL-формат
圆钢前缀名	Название круглой стальной префикса
单位后缀名	Суффикс единицы измерения
所选为B面	Выбрано как сторона B
两个中心距	расстояние между двумя центрами
边线应两个	Должно быть две стороны
未加载取得	Не загружено, чтобы получить
零部件名称	Название детали
此面有内环	На этой стороне есть внутреннее кольцо.
填满面积:	Площадь заполнения:
命令和回退	Команды и резервный вариант
面-1和3	Стороны-1 и 3
面-2和4	Стороны-2 и 4
梯形开大面	Трапециевидная с широким торцом.
梯形开小面	Трапециевидные грани
多个直径值	Несколько значений диаметра
,特征类型	, тип функции
腰形管壁厚	толщина стенки талии
顶点坐标为	Координаты вершины
夹角弧度：	Угол дуги:
3D草图1	3D эскиз 1
3D草图2	3D эскиз 2
基体折弯1	Изгиб основания 1
可展方通-	Разворачиваемая проф. труба -
定位线参数	Параметры линии позиционирования
排线口贯穿	Проникновение кабельного порта
偏移距离:	Расстояние смещения:
方管排线口	Кабельный вывод из квадратной трубки
第一边距:	Первая маржа:
第二边距:	Вторая маржа:
阵列数量:	Количество массивов:
阵列距离:	Расстояние массива:
沉头深度:	Глубина зенковки:
沉头孔径:	Диаметр потайного отверстия:
方管顶面宽	Ширина верхней части квадратной трубы
智选打标面	Интеллектуальный выбор маркировочной поверхности
自定义名称	пользовательское имя
宽度因子%	Коэффициент ширины %
文字间距%	интервал между текстом %
刻字草图-	Эскиз надписи -
智选其它面	Выбирайте другие стороны с умом
圆弧形参数	Параметры формы дуги
三角形参数	Параметры треугольника
腰圆形参数	Параметры окружности талии
第一公端面	первая охватываемая торцевая поверхность
第二母端面	Второй охватывающий торец
第一边距E	Первое поле E
第二边距F	Второе поле F
卡扣边距E	Привязка поля E
卡扣数量:	Количество пряжек:
挂扣示意图	Принципиальная схема крючка
公端长度L	Длина открытого конца L
直插示意图	Схема прямого подключения
切除阵列x	Отрезать массив x
显示折弯线	Показать линии сгиба
隐藏折弯线	Скрыть линии сгиба
采用成形角	Использование сформированных углов
加选最后面	Добавьте последний вариант
宽度选择:	Выбор ширины:
薄片选择:	Варианты среза:
清除所选面	Очистить выбранные лица
加选对面面	Факультативно, лицом к лицу
属性位置:	Местоположение недвижимости:
左上|上左	верхний левый | верхний левый
右上|上右	верхний правый | вверху справа
右下|下右	нижний правый | внизу справа
左下|下左	нижний левый | нижний левый
, 终点：	, конечная точка:
倒角标注：	Метка фаски:
列  数量	Количество столбцов
列  距离	расстояние столбца
行  数量	количество строк
行  距离	расстояние линии
定位孔径:	Позиционирующая апертура:
词条数量：	Количество записей:
特征名翻译	Перевод названия функции
设计活页夹	дизайн переплета
拉伸-薄壁	Растягивающаяся тонкая стена
凸台-拉伸	Босс-Выдавливание
旋转-薄壁	Вращение — тонкие стены
凸台-旋转	Ротация боссов
凸台-扫描	Босс-Скан
切除-拉伸	Вырез-Выдавливание
切除-旋转	резекция-ротация
切除-扫描	резекционное сканирование
切除-放样	Вырез
切除-边界	граница резекции
加厚-切除	утолщение-резекция
输入的曲线	входная кривая
镜向零部件	Зеркальные компоненты
唇缘/凹槽	выступ/паз
断开-边角	Брейк-угол
绘制的折弯	нарисованный изгиб
放样的折弯	приподнятый изгиб
剪裁/延伸	Обрезать/удлинить
虚拟件筛除	Фильтрация виртуального ПО
是部件筛除	это частичная фильтрация
两铜排平行	Два медных стержня параллельны
未形成搭接	Перекрытия не образуются
不符合标准	не соответствует стандартам
文件已存在	Файл уже существует
凹陷深度为	Глубина депрессии составляет
包容原则1	Принцип включения 1
包容原则2	Принцип включения 2
包容原则3	Принцип включения 3
包容原则4	Принцип включения 4
包容原则5	Принцип включения 5
第一变量：	Первая переменная:
第二变量：	Вторая переменная:
第三变量：	Третья переменная:
第四变量：	Четвертая переменная:
孔套合值:	Значение установки отверстия:
轴套合值:	Значение посадки втулки вала:
已过试用期	Пробный период истек
方程式读写	Чтение и запись уравнений
自适应配合	адаптивная посадка
折弯线切角	Фаска линии сгиба
角钢公母端	Шип-паз уголка
打印当前页	Распечатать текущую страницу
明细表输出	Подробный вывод таблицы
中心符号线	центральный знак
打标折弯线	Разметка линий сгиба
自定义数量	Пользовательское количество
单重-原值	Вес единицы измерения - первоначальная стоимость
总重-原值	Общий вес-первоначальное значение
系统-单重	Вес системного блока
计算-总重	Расчет – общий вес
钣金件跳过	Детали из листового металла пропущены
与X轴平行	Параллельно оси X
与Y轴平行	Параллельно оси Y
与Z轴平行	Параллельно оси Z
椭圆管或钢	Овальная труба или сталь
圆管或圆钢	Круглая труба или круглая сталь
搭边系数:	Коэффициент перекрытия:
齐平式有效	Тип смыва эффективен
斜顶式有效	Тип с наклонным верхом эффективен.
榫卯式有效	Врезное и шиповое соединение эффективно
圆弧包角-	Угол дуги-
显示轴测图	Показать аксонометрический вид
净毛比例:	Отношение нетто к брутто:
旧值自定义	Настройка старого значения
草图状态：	Статус эскиза:
复制区域:	Область копирования:
实际距离为	Фактическое расстояние
执行移动面	Выполнить движущуюся поверхность
位置测量点	точка измерения положения
外形尺寸:	Габаритные размеры:
平板尺寸:	Размер развёртка:
(同高度)	(такой же высоты)
此配置数量	Количество данной конфигурации
面比较情况	сравнение лицом к лицу
选取宏程序	Выбрать макрос
文件过滤器	фильтр файлов
OK已出图	ОК, фотография опубликована
个和钣金数	Количество штук и листового металла
平板型式:	Тип развёртка:
超大孔数:	Количество очень больших отверстий:
超小孔数:	Количество сверхмалых отверстий:
新算法NO	Новый алгоритмНЕТ
无草图建立	Создать без эскиза
折弯草图名	Имя эскиза сгиба
分类取全部	Категория Получить все
SW工程图	Чертежи ПО
模板有问题	Возникла проблема с шаблоном
QA流水号	Серийный номер контроля качества
输出定制表	Вывод пользовательской таблицы
输出路径：	Выходной путь:
输出缩略图	Миниатюра вывода
获取剪贴板	Получить буфер обмена
展开错误:	Развернуть ошибку:
AC处放大	Усиление при переменном токе
BD处放大	Увеличьте изображение BD
切AB两处	Разрезаем АВ в двух местах.
切CD两处	Разрезаем компакт-диск в двух местах
所选非平面	Выбранный неплоский
待研究完成	Будет завершено
固定面向上	фиксированной стороной вверх
非钣金平板	Плоская панель из нелистового металла
固定面向下	фиксированной стороной вниз
未取得实体	Сущность не получена
实体数过多	Слишком много объектов
固定为边线	фиксированный как край
未有固定面	Нет фиксированной поверхности
平板图异常	Неисправность диаграммы развёртка
固定面上色	Фиксированная окраска поверхности
工程图操作	Инженерные чертежные операции
图块比例：	Пропорции плитки:
判断固定面	Определить неподвижную поверхность
查看固定面	Посмотреть неподвижную поверхность
板厚-原值	Толщина пластины – исходное значение
无任何选择	нет выбора
非零件文档	Нечастные документы
B实体转钣	Сущность B на листе
文件未保存	Файл не сохранен
钣金平板图	Плоский чертеж листового металла
输出包围框	Ограничительная рамка вывода
输出库特征	Возможности библиотеки вывода
系统平板图	План этажа системы
关闭(C)	Закрыть(С)
; 数量:	; Количество:
ISO箭头	ISO стрелка
简单旧制孔	Простое изготовление старых отверстий
螺纹旧制孔	Изготовление старых отверстий с резьбой
直螺纹盲孔	Глухое отверстие с прямой резьбой
直螺纹通孔	Сквозное отверстие с прямой резьбой
管螺纹盲孔	Глухое отверстие с трубной резьбой
管螺纹通孔	Трубная резьба через отверстие
特征名称:	Название функции:
点选草图线	Нажмите на линию эскиза
预设取原点	Источник по умолчанию
基准点为：	Ориентиром является:
反向折弯数	Количество обратных изгибов
正向折弯数	Количество наклонов вперед
倒角点坐标	Координаты точки фаски
平后垂直;	плоский, а затем вертикальный;
属性名称:	Название недвижимости:
是否链接:	Стоит ли ссылаться:
(可修改)	(Можно изменить)
未选择视图	Представление не выбрано
没有穿透点	нет точки проникновения
+Rip筋	+Рвем ребра
++子特征	++Подфункции
(加密狗)	(ключ)
注册码为：	Регистрационный код:
P02 紫	P02 Фиолетовый
区配到键为	Назначенный ключ
|版本号为	|Номер версии
方体宽度W	Ширина куба Ш
方体高度L	Высота куба L
拉伸深度H	Глубина растяжения H
圆柱直径D	Диаметр цилиндра D
圆柱高度H	Высота цилиндра H
和半径标注	и размеры радиуса
旋转参考：	Ссылка на вращение:
运行(P)	Беги(П)
所选类型：	Выбранный тип:
所选文件为	Выбранный файл
装配文件为	Файл сборки
装配文件:	Файлы сборки:
分离原则:	Принцип разделения:
分离-代号	Кодовое имя разделения
分离-名称	отдельное имя
测试日期是	Дата испытания
最大面重合	Максимальное перекрытие поверхности
文件扩展名	расширение файла
上次浏览@	Последний просмотр@
MY装配体	МОЯ сборка
MY工程图	МОЙ Инженерный Чертеж
列表显示：	Отображение списка:
(试用期)	(испытательный период)
(未注册)	(не зарегистрирован)
更新时间:	Время обновления:
已完美完成	Выполнено отлично
组件总数：	Общее количество компонентов:
;零件数：	;Количество деталей:
註冊版功能	Функция зарегистрированной версии
打標折彎線	Разметка линий сгиба
採用成形角	Использование сформированных углов
边界参考面	Граничная опорная плоскость
<按焊接>	<прессовая сварка>
空值不关联	Пустые значения не имеют значения
常用工艺1	Часто используемые процессы 1
常用工艺2	Часто используемые процессы 2
常用工艺3	Часто используемые процессы 3
常用工艺4	Часто используемые процессы 4
定位线打标	Маркировка линии позиционирования
定位线在内	В пределах линии позиционирования
型材BOM	Спецификация профиля
内面是锥面	Внутренняя поверхность представляет собой конус.
圆柱直径：	Диаметр цилиндра:
已存igs	Сохраненные ИГ
已存x_t	x_t сохранен
已存sat	Суббота сохранена
已存stl	Сохранено stl
方管已转正	Квадратная труба преобразована в обычную.
圆管已转正	Круглая трубка выпрямлена
Z轴正方向	Положительное направление оси Z
Z轴反方向	Реверс оси Z
等距面出错	Изометрическая ошибка поверхности
形状强度为	Прочность формы
;其中孔：	;где дырки:
远端 远端	удаленный удаленный
正负0.1	плюс-минус 0,1
有效圆面数	Эффективное количество кругов
组件名称为	Имя компонента
边线数量：	Количество сторон:
焊缝大小:	Размер сварного шва:
焊接材料:	Сварочные материалы:
焊接工艺:	Процесс сварки:
焊缝长度:	Длина сварного шва:
<大小>:	<размер>:
特征后缀名	Суффикс функции
轻化或还原	осветлить или восстановить
模出DWG	Вылепить DWG
面出DWG	Лицевая сторона в формате DWG
固定面编辑	Исправлено редактирование лица
腰形管折弯	изгиб талии
提取3D线	Извлечение 3D-линий
调整到背面	приспособиться к спине
半径值mm	Значение радиуса мм
高度值mm	Значение высоты мм
所选面列表	Выбранный список лиц
失败面上色	Неудачный цвет лица
剔除此截面	Удалить этот раздел
剔除此规格	Удалить эту спецификацию
只选此截面	Выбрать только этот раздел
只选此规格	Выбирайте только эту спецификацию
恢复原比例	Восстановить исходные пропорции
采用父比例	принять родительскую шкалу
已转存为：	Был переведен в:
未能打开<	Не удалось открыть <
参数错误:	Ошибка параметра:
读组件轮廓	Прочитать описание компонента
当前读取：	Сейчас читаю:
Dg对应值	Соответствующее значение Dg
已单个写入	Написано индивидуально
同名组件：	Одноименный компонент:
查询和取值	Запрос и получение значений
主要参数：	Основные параметры:
当前参数：	Текущие параметры:
,是内侧：	, — внутренняя сторона:
基础色上色	Раскрасьте основной цвет
标准件设置	Стандартные настройки деталей
$借用件	$Заимствованная деталь
$折弯数	$Число сгибов
$文件名	$Имя файла
$未匹配	$Не сопоставлено
$穿孔数	$Число отверстий
$表面积	$Площадь поверхности
$镜向件	$Зеркальная деталь
(全部)	(Все)
BOM表	Спецификация (BOM)
B站视频	Видео (Bilibili)
Dg孔径	Dg: диаметр отверстия
Dg孔数	Dg: число отверстий
Dg孤立	Dg: изолированные
Dg数量	Dg: количество
Dg选择	Dg: выбор
Dg颜色	Dg: цвет
H钢剪裁	Обрезка двутавра
N级属性	Свойства N-го уровня
Z轴尺寸	Размер по оси Z
_孔切角	_отверстие с подрезкой углов
_孔双面	_отверстие с двух сторон
_排线孔	_ряды отверстий
_门轴孔	_отверстия под петли
g大孔径	g: большой диаметр
g小孔径	g: малый диаметр
一级属性	Свойства уровня 1
一键出图	Чертёж в 1 клик
三级属性	Свойства уровня 3
下缀标注	Нижние примечания
不作切除	Без вырезания
不明类型	Неизвестный тип
个图页：	листов:
个孔特征	элементов отверстий
个轴测图	изометрических вида
中加空格	Пробел в середине
主视确认	Подтвердить
二级属性	Свойства уровня 2
五级属性	Свойства уровня 5
任务窗格	Панель задач
优弧!!	Большая дуга!!
使用色卡	Использовать палитру
使用说明	Инструкция по применению
保存修改	Сохранить изменения
保存出错	Ошибка сохранения
保存参数	Сохранить параметры
保存失败	Не удалось сохранить
保存实体	Сохранить тела
保存设置	Сохранить настройки
保存选项	Сохранить настройки
保存配置	Сохранить
修改圆角	Изменить скругление
修改方通	Изменение квадратной трубы
修改管厚	Изменение толщины трубы
倒角参数	Параметры фаски
倒角尺寸	Размер фаски
倒角标注	Размеры фасок
偏差公差	Предельные
做错回退	Откат при ошибке
全部写入	Записать всё
公切出错	Ошибка реза шипа
公差10	Допуск 10
公差11	Допуск 11
公差12	Допуск 12
公差13	Допуск 13
公差14	Допуск 14
公差15	Допуск 15
公差16	Допуск 16
公差17	Допуск 17
公差18	Допуск 18
公差19	Допуск 19
公差20	Допуск 20
公差21	Допуск 21
公差22	Допуск 22
公差23	Допуск 23
公差24	Допуск 24
公差25	Допуск 25
公差26	Допуск 26
公差27	Допуск 27
公差28	Допуск 28
公差29	Допуск 29
公差30	Допуск 30
公差31	Допуск 31
公差32	Допуск 32
公差名称	Имя допуска
公差等级	Класс допуска
公差要求	Требования к допуску
关闭曲面	Закрыть поверхность
关闭窗口	Закрыть окно
其它选项	Прочие настройки
内R自动	Внутренний R: авто
内切长度	Внутренняя длина реза
写入属性	Записать свойства
写入按纽	Записать (кнопка)
写入范围	Область записи
分中标注	Размеры от центра
分类显隐	Отображение по категориям
分类零件	Классификация деталей
分隔符:	Разделитель:
分隔符：	Разделитель:
切割总长	Длина реза
切面挂件	Срез грани с подвеской
列方案:	Схема колонок:
列方案：	Схема колонок:
创建方体	Создать брус
删中心线	Удалить оси
删除全部	Удалить все
删除圆角	Удалить скругления
删除属性	Удалить свойства
删除所选	Удалить выбранное
删除材料	Удалить материал
删除锥面	Удалить конические грани
到下一面	До следующей грани
刷新图号	Обновить чертёжные номера
刷新属性	Обновить свойства
刷新模型	Обновить модель
前缀标注	Префиксы размеров
功能数:	Всего функций:
功能数：	Всего функций:
加入列表	Добавить в список
加工工艺	Техпроцесс
加缩略图	Добавить миниатюру
加载查看	Загрузить для просмотра
加载模型	Загрузить модель
劣弧!!	Меньшая дуга!!
包络尺寸	Габаритные размеры
匹配偏心	Сопоставление со смещением
匹配情况	Результат сопоставления
匹配规格	Сопоставляемая спецификация
升降编号	Нумерация подъёмов
半圆孔型	Тип: полукруглое отверстие
半径尺寸	Радиусный размер
单一出图	Одиночный чертёж
单组燕尾	Одинарный ласточкин хвост
卡扣编号	Нумерация зажимов
压缩组件	Погашенные компоненты
原点配合	Сопряжение начал координат
原点重合	В начало коорд.
参变公差	Переменные допуски
参数系列	Серия параметров
参数设置	Настройка параметров
双标偏心	Оба стандартные, со смещением
双点画线	Штрихпунктирная двойная
双组燕尾	Двойной ласточкин хвост
反向焊铆	Сварка/клёпка в обратную сторону
变化圆角	Изменяемые скругления
只读文件	Файл только для чтения
同一目录	Та же папка
同名零件	Одноимённая деталь
同轴匹配	Соосное сопоставление
同轴双标	Соосные, оба стандартные
名称过长	Слишком длинное имя
后缀名:	Суффикс:
后缀名：	Суффикс:
后缀标注	Суффиксы размеров
含等轴测	Включая изометрию
启模型图	Откройте модель
四级属性	Свойства уровня 4
回退成功	Откат выполнен
回退救困	Откат (спасение)
图号分离	Разделение обозначения и наименования
图层设置	Настройки слоев
图档输出	Экспорт чертежей
图纸参数	Параметры чертежа
圆孔倒角	Фаска круглого отверстия
圆孔直径	Диаметр круглого отверстия
圆弧标注	Обозначение дуг
圆心坐标	Координаты центров
圆管创建	Создание круглой трубы
圆管展开	Развёртка круглой трубы
圆管开孔	Отверстия круглой трубы
圆角上限	Предел скругления
圆角折弯	Сгиб со скруглением
圆角标注	Размеры скруглений
圆角焊缝	Сварной шов скругления
坐标尺寸	Размерные цепи
垂直剖视	Вертикальный разрез
垂直尺寸	Вертикальный размер
型材清单	Спецификация профилей
型材组合	Комбинация профилей
基体零件	Базовая деталь
基本参数	Основные параметры
堆栈错误	Ошибка стека
填充阵列	Массив заполнения
填角焊接	Угловая сварка
备份打包	Резервная копия (Pack and Go)
复制公差	Копировать
复制属性	Копировать свойства
外切长度	Внешняя длина реза
外形尺寸	Габаритные размеры
多体系列	Серия многотелостности
多余尺寸	Лишние размеры
多边形孔	Многоугольные отверстия
大孔类型	Тип большого отверстия
大孔规格	Спецификация большого отверстия
天旋地转	Динамическое вращение модели (GIF)
套合10	Посадка 10
套合11	Посадка 11
套合12	Посадка 12
套合13	Посадка 13
套合14	Посадка 14
套合15	Посадка 15
套合16	Посадка 16
套合17	Посадка 17
套合18	Посадка 18
套合19	Посадка 19
套合20	Посадка 20
套合21	Посадка 21
套合22	Посадка 22
套合23	Посадка 23
套合24	Посадка 24
套合25	Посадка 25
套合26	Посадка 26
套合27	Посадка 27
套合28	Посадка 28
套合29	Посадка 29
套合30	Посадка 30
套合31	Посадка 31
套合32	Посадка 32
孔-孔$	Отверстие–отверстие $
孔-槽孔	Отверстие–паз
孔位布置	Расположение отверстий
孔径mm	Диаметр отверстия, мм
孔径标注	Диаметры отверстий
孔径深度	Диаметр и глубина отверстия
字体设置	Настройки шрифтов
完全贯穿	Насквозь
定位孔径	Диаметр установочного отверстия
定值公差	Фиксированные допуски
定制功能	Специальные функции
实体存零	Тело → в деталь
实体数量	Количество тел
实体选择	Выбор тел
实体镜向	Зеркало тел
实体颜色	Цвет тел
宽度配合	Сопряжение по ширине
对方编号	Номер парного элемента
对称公差	Симметричные
对称标注	Симметр. размеры
导出位置	Экспорт позиций
导出类型	Тип экспорта
导出设置	Настройки экспорта
封套零件	Деталь-оболочка
小孔类型	Тип малого отверстия
小孔规格	Спецификация малого отверстия
尺寸位置	Положение размеров
尺寸公差	Допуск размера
尺寸名称	Имя размера
尺寸居中	Размеры по центру
尺寸数量	Количество размеров
尺寸类型	Тип размера
尺寸约束	Размерные зависимости
尺寸设置	Настройки размеров
尺寸重建	Перестроение размеров
居中尺寸	Размеры от центра
展示系列	Серия «Демонстрация»
属性值|	Значение свойства|
属性值：	Значение свойства:
属性删转	Удаление/перенос свойств
属性名称	Имена свойств
属性报告	Отчёт по свойствам
属性材料	Материал (свойство)
常用注释	Стандартные примечания
常规设置	Общие настройки
干涉检查	Проверка коллизий
平板尺寸	Размеры развёртки
平板总图	Сводный чертёж развёрток
平面选择	Выбор плоскости
建模系列	Серия «Моделирование»
开始执行	Выполнить
开始转移	Начать перемещение
开孔切角	Отверстие с подрезкой углов
开孔双面	Отверстие с двух сторон
开排线孔	Ряды отверстий
开门轴孔	Отверстия петель
异常数量	Аномальное количество
引用圆孔	Отверстия по образцу
弧度尺寸	Радианный размер
弧长尺寸	Размер длины дуги
强制生成	Создать принудительно
当前目录	Текущая папка
当前配置	Текущая конфигурация
形位公差	Допуск формы и расположения
快捷_孔	Быстрые отверстия
快捷开孔	Быстрые отверстия
快速倒角	Быстрая фаска
快速公差	Быстрые допуски
快速圆角	Скругления
快速注释	Быстрые заметки
快速键槽	Быстрый шпоночный паз
忽略曲面	Игнорировать криволинейные грани
总长尺寸	Общая длина (размер)
恢复默认	Сброс по умолчанию
所有配置	Все конфигурации
打_零件	Открыть_деталь
打开同名	Открыть одноимённый
打开文档	Открыть документ
打开零件	Открыть деталь
打标深度	Глубина маркировки
批选零件	Пакетный выбор деталей
批量出图	Пакетные чертежи
批量属性	Пакетные свойства
批量工图	Пакетные чертежи
批量平板	Пакетные развёртки
批量打印	Пакетная печать
批量改名	Пакетное переименование
批量转图	Пакетное преобразование чертежей
折弯刀数	Число гибов
折弯半径	Радиус сгиба
折弯扣除	Вычет гиба
折弯标注	Размеры гибов
折弯注释	Примечание гиба
折弯系数	Коэффициент гибки
折弯计算	Расчет гиба
拉伸参数	Параметры вытяжки
拉伸高度	Высота вытяжки
指定目录	Указанный каталог
按纽前缀	Префикс кнопки
插入同名	Вставить одноимённый
插入孔表	Таблица отверстий
插入平键	Вставить призматическую шпонку
散件归原	Все детали: начало координат → начало сборки
整值参数	Целочисленный параметр
整面面积	Площадь всей грани
文件筛选	Фильтр файлов
文件系列	Серия «Файлы»
文件路径	Путь к файлу
文件转移	Перенос файлов
斜件转正	Выровнять дет.
斜接法兰	Фланец со скосом
新增配置	Новая конфигурация
新尺寸链	Новая размерная цепочка
方向选择	Выбор направления
方孔面积	Площадь квадратных отверстий
方管卡扣	Защёлка проф. трубы
方管实体	Тело квадратной трубы
方管展开	Развёртка квадратной трубы
方管清单	Спецификация квадратных труб
方通切面	Срез граней трубы
方通剪裁	Обрезка квадратной трубы
方通型材	Квадратные трубы и профили
方通封头	Заглушка трубы
方通开槽	Паз в проф. трубе
方通排线	Линии разметки трубы
无极标注	Цепной размер
显隐实体	Показать/скрыть тела
普通公差	Общий допуск
智能公差	Умные допуски размеров
智能删面	Быстрое удаление граней
智能取值	Быстрое взятие значений
智能开孔	Умные отверстия
智能打孔	Умная перфорация
智能注释	Умные примечания
智能生成	Быстрое создание
曲线阵列	Массив по кривой
曲面填充	Заполнение поверхности
曲面实体	Тела-поверхности
曲面镜向	Зеркало поверхности
最大孔径	Макс. диаметр отверстия
最小孔径	Мин. диаметр отверстия
木板搭接	Соединение досок внахлёст
未知类型	Неизвестный тип
未选尺寸	Размер не выбран
未选择面	Грань не выбрана
未选文件	Файл не выбран
查孔匹配	Проверка совпадения отверстий
查看孔表	Просмотреть таблицу отверстий
查看筛选	Инфо фильтра
查询取值	Запрос значения
柱孔槽口	Прямой паз
标准底孔	Стандартное базовое отверстие
标圆周孔	Обозначить окружности отверстий
标尺寸链	Обозначить размерные цепочки
标注复制	Копия размеров
标记属性	Свойства отметки
梯状尺寸	Ступенчатый размер
检查情况	Статус проверки
槽孔-孔	паз–отверстие
槽孔参数	Параметры паза
槽孔竖向	Паз вертикально
槽缝焊接	Сварка паза
槽钢剪裁	Обрезка швеллера
槽长不变	Длина паза неизменна
模型输出	Экспорт моделей
模拟动画	Анимация симуляции
模板选择	Выбор шаблонов
母切出错	Ошибка реза гнезда
毛重写入	Запись веса брутто
水平剖视	Горизонтальный разрез
水平尺寸	Горизонтальный размер
汇总清单	Сводная спецификация
沉头孔径	Диаметр потайного отверстия
沉孔直径	Диаметр потая
沿缝焊接	Сварка по шву
法兰卡扣	Фланцевые зажимы
添加所选	Добавить выбранное
清单名称	Название списка
清空列表	Очистить список
清除公差	Очистить
清除所选	Убрать выбранное
清除选择	Очистить выбор
温馨提示	Примечание
焊接符号	Обозначение сварного шва
焊接边角	Сварка углов
焊缝列表	Список сварных швов
焊缝宽度	Ширина сварного шва
焊缝打标	Маркировка швов
焊缝读取	Чтение сварных швов
燕尾槽口	Паз «ласточкин хвост»
特定配置	Определённая конфигурация
特征名孔	Отверстие по имени элемента
特征演示	Демонстрация признаков (лента отката)
特征颜色	Цвет элементов
独立组件	Изолировать компонент (с чертежом)
玩酷系列	Серия «Утилиты»
生成倒角	Создать фаску
生成卡扣	Создать зажимы
用户自定	Пользовательский
的注释值	значение примечания
直插卡槽	Прямоточный паз
直纹曲面	Линейчатая поверхность
直螺纹孔	Прямое резьбовое отверстие
直边选择	Выбор прямых рёбер
相贯实体	Пересекающиеся тела
移出列表	Убрать из списка
立即爆炸	Разнести сейчас
端部切除	Торцевой вырез
符号上方	Над символом
符号下方	Под символом
第N基准	N-я база
第一基准	Первая база
第三基准	Третья база
第三属性	Третье свойство
第二基准	Вторая база
第二属性	Второе свойство
第五属性	Пятое свойство
第四属性	Четвёртое свойство
简化格式	Упрощённый формат
管道组件	Компонент трубопровода
管面注写	Надпись на грани трубы
粘贴公差	Вставить
粘贴属性	Вставить свойства
系统设置	Настройки системы
系统默认	По умолчанию
线性尺寸	Линейный размер
组件筛除	Фильтр компонентов
组件轻化	Компонент облегчен
组合实体	Комбинация тел
绘图设置	Настройки чертежа
编辑孔草	Редактирование эскиза отверстия
缺口长度	Длина выреза
自动切角	Автоподрезка углов
自动爆炸	Автоматическое разнесение
自定义2	Польз. 2
节点编号	Нумерация узлов
草图品质	Черновое качество
草图工具	Инструменты эскиза
草图阵列	Массив по эскизу
获取属性	Получить свойства
获取当前	Получить текущий
获取等分	Число делений
虚拟组件	Виртуальный компонент
虚拟零件	Виртуальная деталь
螺钉通孔	Сквозные отверстия под винты
补抽壳孔	Дополнительные отверстия оболочки
表格阵列	Табличный массив
表模板：	Шаблон таблицы:
装插零件	Вставляемые детали
装配凸台	Бобышка крепежа
装配分层	Слои сборки
装配存零	Сборка → в детали
装配总数	Всего в сборке
装配排序	Сортировка сборки
装配系列	Серия «Сборки»
规格尺寸	Типоразмер
视图朝向	Ориентация вида
视角修改	Ориентация вида
视角朝向	Ориентация вида
角度尺寸	Угловой размер
角钢剪裁	Обрезка уголка
读入模型	Загрузить модель
贯穿切除	Сквозной вырез
距离尺寸	Размер расстояния
路径名称	Путь к файлу
转换实体	Преобразовать тела
软件注册	Регистрация программы
轴端直线	Прямые на торцах валов
输出失败	Ошибка вывода
输出情况	Статус экспорта
输出成功	Вывод выполнен
输出格式	Формат вывода
边线上色	Окраска рёбер
边线法兰	Фланец по кромке
边线选择	Выбор рёбер
边距不等	Разные отступы
边距尺寸	Размер от кромки
过多选择	Слишком много выбрано
近点重合	По ближ. точкам
连工程图	Связанный чертёж
连接符:	Разделитель:
连接符：	Разделитель:
连续标注	Непрерывные размеры
退出孤立	Выход / изоляция
退出模拟	Выйти из симуляции
逆转前页	Поворот влево / предыдущий лист
选择平面	Выбрать плоскость
选择文件	Файлы...
选择显示	Показать выбранное
选择端面	Выбрать торцевую грань
选项保存	Сохранение параметров
递归展开	Рекурсивная развёртка
速切管孔	Быстрые прорези в трубах
遍历装配	Вся сборка
部分导入	Частичный импорт
配合10	Посадка 10
配合11	Посадка 11
配合12	Посадка 12
配合13	Посадка 13
配合14	Посадка 14
配合15	Посадка 15
配合16	Посадка 16
配合17	Посадка 17
配合18	Посадка 18
配合19	Посадка 19
配合20	Посадка 20
配合21	Посадка 21
配合22	Посадка 22
配合23	Посадка 23
配合24	Посадка 24
配合25	Посадка 25
配合26	Посадка 26
配合27	Посадка 27
配合28	Посадка 28
配合29	Посадка 29
配合30	Посадка 30
配合31	Посадка 31
配合32	Посадка 32
配合系列	Серия «Сопряжения»
配对有效	Пара действительна
配置名称	Имя конфигурации
配置特定	Зависит от конфигурации
配置选项	Параметры конфигурации
重新定义	Переопределить
重新整理	Переупорядочить
钣金_孔	Отверстия ЛМ
钣金卡扣	Зажимы ЛМ
钣金厚度	Толщина листового металла
钣金参数	Параметры ЛМ
钣金型材	Листовой металл и профили
钣金工具	Инструменты ЛМ
钣金开孔	Отверстия в листовом металле
钣金报告	Отчёт ЛМ
钣金附件	Крепёж ЛМ
钣金面积	Площадь развёртки
铜排_孔	Отверстия медной шины
铜排开孔	Отверстия медных шин
链接属性	Связанные свойства
